departure_terminal,arrival_terminal,vessel_name,scheduled_departure_year,scheduled_departure_month,scheduled_departure_day,scheduled_departure_hour,scheduled_departure_minute,actual_departure_year,actual_departure_month,actual_departure_day,actual_departure_hour,actual_departure_minute,arrival_year,arrival_month,arrival_day,arrival_hour,arrival_minute
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,15,16,00,2017,07,15,16,05,2017,07,15,17,28
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,15,17,00,2017,07,15,16,59,2017,07,15,18,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,15,18,00,2017,07,15,18,02,2017,07,15,19,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,15,19,00,2017,07,15,19,00,2017,07,15,20,36
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,15,20,00,2017,07,15,20,06,2017,07,15,21,26
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,15,21,00,2017,07,15,20,59,2017,07,15,22,27
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,16,07,00,2017,07,16,07,02,2017,07,16,08,38
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,16,08,00,2017,07,16,08,02,2017,07,16,09,30
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,16,09,00,2017,07,16,09,00,2017,07,16,10,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,16,10,00,2017,07,16,10,07,2017,07,16,11,30
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,16,11,00,2017,07,16,10,58,2017,07,16,12,32
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,16,12,00,2017,07,16,12,00,2017,07,16,13,32
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,16,13,00,2017,07,16,13,05,2017,07,16,14,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,16,22,00,2017,07,16,22,03,2017,07,16,23,38
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,16,07,00,2017,07,16,07,00,2017,07,16,08,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,16,08,00,2017,07,16,08,02,2017,07,16,09,34
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,16,09,00,2017,07,16,09,03,2017,07,16,10,28
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,16,10,00,2017,07,16,10,00,2017,07,16,11,28
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,16,11,00,2017,07,16,11,06,2017,07,16,12,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,16,12,00,2017,07,16,12,05,2017,07,16,13,34
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,16,13,00,2017,07,16,13,05,2017,07,16,14,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,16,22,00,2017,07,16,22,01,2017,07,16,23,36
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,17,12,00,2017,07,17,12,10,2017,07,17,13,30
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,17,13,00,2017,07,17,13,05,2017,07,17,14,30
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,17,14,00,2017,07,17,14,06,2017,07,17,15,29
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,17,15,00,2017,07,17,15,05,2017,07,17,16,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,17,16,00,2017,07,17,16,09,2017,07,17,17,30
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,17,17,00,2017,07,17,16,59,2017,07,17,18,28
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,17,18,00,2017,07,17,18,02,2017,07,17,19,28
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,17,19,00,2017,07,17,18,59,2017,07,17,20,32
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,17,21,00,2017,07,17,20,59,2017,07,17,22,30
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,17,12,00,2017,07,17,12,03,2017,07,17,13,30
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,17,13,00,2017,07,17,13,00,2017,07,17,14,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,17,14,00,2017,07,17,14,02,2017,07,17,15,38
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,17,15,00,2017,07,17,15,02,2017,07,17,16,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,17,16,00,2017,07,17,16,00,2017,07,17,17,30
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,17,17,00,2017,07,17,16,59,2017,07,17,18,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,17,18,00,2017,07,17,18,01,2017,07,17,19,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,17,19,00,2017,07,17,18,59,2017,07,17,20,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,17,20,00,2017,07,17,19,59,2017,07,17,21,24
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,17,21,00,2017,07,17,21,00,2017,07,17,22,26
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,18,06,00,2017,07,18,06,01,2017,07,18,07,24
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,18,07,00,2017,07,18,07,01,2017,07,18,08,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,18,08,00,2017,07,18,08,03,2017,07,18,09,30
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,18,09,00,2017,07,18,09,04,2017,07,18,10,36
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,18,10,00,2017,07,18,10,04,2017,07,18,11,32
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,18,11,00,2017,07,18,11,05,2017,07,18,12,36
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,18,12,00,2017,07,18,12,05,2017,07,18,13,32
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,18,13,00,2017,07,18,13,03,2017,07,18,14,30
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,18,14,00,2017,07,18,14,06,2017,07,18,15,30
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,18,15,00,2017,07,18,15,02,2017,07,18,16,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,18,16,00,2017,07,18,16,06,2017,07,18,17,30
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,18,17,00,2017,07,18,17,00,2017,07,18,18,34
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,18,18,00,2017,07,18,18,01,2017,07,18,19,32
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,18,19,00,2017,07,18,18,58,2017,07,18,20,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,18,20,00,2017,07,18,20,00,2017,07,18,21,34
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,18,21,00,2017,07,18,20,59,2017,07,18,22,34
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,18,06,00,2017,07,18,06,01,2017,07,18,07,32
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,18,07,00,2017,07,18,07,00,2017,07,18,08,28
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,18,08,00,2017,07,18,08,01,2017,07,18,09,24
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,18,09,00,2017,07,18,09,04,2017,07,18,10,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,18,10,00,2017,07,18,10,01,2017,07,18,11,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,18,11,00,2017,07,18,11,06,2017,07,18,12,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,18,12,00,2017,07,18,12,03,2017,07,18,13,30
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,18,13,00,2017,07,18,13,03,2017,07,18,14,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,18,14,00,2017,07,18,14,04,2017,07,18,15,38
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,18,15,00,2017,07,18,15,01,2017,07,18,16,30
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,18,16,00,2017,07,18,16,01,2017,07,18,17,30
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,18,17,00,2017,07,18,17,02,2017,07,18,18,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,18,18,00,2017,07,18,18,02,2017,07,18,19,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,18,19,00,2017,07,18,19,03,2017,07,18,20,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,18,20,00,2017,07,18,20,09,2017,07,18,21,30
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,18,21,00,2017,07,18,20,59,2017,07,18,22,26
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,19,06,00,2017,07,19,06,03,2017,07,19,07,26
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,19,07,00,2017,07,19,07,01,2017,07,19,08,32
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,19,09,00,2017,07,19,09,00,2017,07,19,10,34
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,19,10,00,2017,07,19,10,00,2017,07,19,11,32
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,19,11,00,2017,07,19,11,02,2017,07,19,12,36
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,19,12,00,2017,07,19,12,12,2017,07,19,13,40
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,19,13,00,2017,07,19,13,03,2017,07,19,14,34
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,19,14,00,2017,07,19,14,00,2017,07,19,15,36
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,19,15,00,2017,07,19,15,02,2017,07,19,16,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,19,16,00,2017,07,19,16,03,2017,07,19,17,32
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,19,17,00,2017,07,19,17,01,2017,07,19,18,32
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,19,18,00,2017,07,19,18,02,2017,07,19,19,30
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,19,19,00,2017,07,19,18,59,2017,07,19,20,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,19,20,00,2017,07,19,20,12,2017,07,19,21,38
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,19,21,00,2017,07,19,21,00,2017,07,19,22,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,19,06,00,2017,07,19,06,02,2017,07,19,07,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,19,07,00,2017,07,19,07,00,2017,07,19,08,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,19,08,00,2017,07,19,08,01,2017,07,19,09,24
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,19,09,00,2017,07,19,09,00,2017,07,19,10,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,19,10,00,2017,07,19,10,04,2017,07,19,11,36
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,19,11,00,2017,07,19,11,02,2017,07,19,12,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,19,12,00,2017,07,19,12,03,2017,07,19,13,26
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,19,13,00,2017,07,19,13,06,2017,07,19,14,34
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,19,14,00,2017,07,19,14,11,2017,07,19,15,36
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,19,15,00,2017,07,19,15,04,2017,07,19,16,29
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,19,16,00,2017,07,19,16,07,2017,07,19,17,38
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,19,17,00,2017,07,19,17,00,2017,07,19,18,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,19,18,00,2017,07,19,18,02,2017,07,19,19,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,19,19,00,2017,07,19,19,00,2017,07,19,20,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,19,20,00,2017,07,19,20,00,2017,07,19,21,20
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,19,21,00,2017,07,19,20,58,2017,07,19,22,30
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,20,06,00,2017,07,20,06,05,2017,07,20,07,28
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,20,07,00,2017,07,20,07,00,2017,07,20,08,34
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,20,08,00,2017,07,20,08,07,2017,07,20,09,32
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,20,09,00,2017,07,20,09,02,2017,07,20,10,34
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,20,10,00,2017,07,20,10,02,2017,07,20,11,33
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,20,11,00,2017,07,20,11,11,2017,07,20,12,42
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,20,12,00,2017,07,20,12,06,2017,07,20,13,38
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,20,13,00,2017,07,20,13,04,2017,07,20,14,42
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,20,14,00,2017,07,20,14,01,2017,07,20,15,30
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,20,15,00,2017,07,20,15,08,2017,07,20,16,34
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,20,16,00,2017,07,20,16,15,2017,07,20,17,37
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,20,17,00,2017,07,20,17,12,2017,07,20,18,36
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,20,18,00,2017,07,20,18,01,2017,07,20,19,24
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,20,19,00,2017,07,20,19,03,2017,07,20,20,36
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,20,20,00,2017,07,20,20,04,2017,07,20,21,28
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,20,21,00,2017,07,20,20,59,2017,07,20,22,27
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,20,06,00,2017,07,20,06,03,2017,07,20,07,32
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,20,07,00,2017,07,20,07,00,2017,07,20,08,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,20,08,00,2017,07,20,08,02,2017,07,20,09,26
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,20,09,00,2017,07,20,09,01,2017,07,20,10,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,20,10,00,2017,07,20,10,03,2017,07,20,11,33
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,20,11,00,2017,07,20,11,09,2017,07,20,12,34
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,20,12,00,2017,07,20,12,04,2017,07,20,13,28
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,20,13,00,2017,07,20,13,15,2017,07,20,14,38
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,20,14,00,2017,07,20,14,11,2017,07,20,15,40
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,20,15,00,2017,07,20,15,16,2017,07,20,16,40
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,20,16,00,2017,07,20,16,01,2017,07,20,17,26
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,20,17,00,2017,07,20,17,03,2017,07,20,18,38
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,20,18,00,2017,07,20,18,11,2017,07,20,19,40
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,20,19,00,2017,07,20,19,10,2017,07,20,20,34
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,20,20,00,2017,07,20,20,02,2017,07,20,21,26
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,20,21,00,2017,07,20,21,01,2017,07,20,22,25
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,21,07,00,2017,07,21,07,01,2017,07,21,08,34
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,21,08,00,2017,07,21,08,01,2017,07,21,09,32
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,21,09,00,2017,07,21,09,04,2017,07,21,10,34
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,21,10,00,2017,07,21,10,07,2017,07,21,11,38
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,21,11,00,2017,07,21,11,08,2017,07,21,12,40
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,21,13,00,2017,07,21,13,10,2017,07,21,14,40
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,21,14,00,2017,07,21,14,16,2017,07,21,15,42
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,21,15,00,2017,07,21,15,13,2017,07,21,16,46
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,21,16,00,2017,07,21,16,18,2017,07,21,17,46
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,21,17,00,2017,07,21,17,20,2017,07,21,18,48
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,21,18,00,2017,07,21,18,16,2017,07,21,19,36
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,21,19,00,2017,07,21,19,18,2017,07,21,20,46
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,21,20,00,2017,07,21,20,16,2017,07,21,21,42
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,21,21,00,2017,07,21,21,18,2017,07,21,22,43
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,21,22,00,2017,07,21,22,07,2017,07,21,23,42
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,21,07,00,2017,07,21,07,02,2017,07,21,08,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,21,08,00,2017,07,21,08,06,2017,07,21,09,30
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,21,09,00,2017,07,21,09,08,2017,07,21,10,34
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,21,10,00,2017,07,21,10,06,2017,07,21,11,32
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,21,11,00,2017,07,21,11,06,2017,07,21,12,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,21,12,00,2017,07,21,12,12,2017,07,21,13,36
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,21,13,00,2017,07,21,13,11,2017,07,21,14,40
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,21,14,00,2017,07,21,14,12,2017,07,21,15,38
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,21,15,00,2017,07,21,15,18,2017,07,21,16,42
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,21,16,00,2017,07,21,16,19,2017,07,21,17,44
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,21,17,00,2017,07,21,17,20,2017,07,21,18,44
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,21,18,00,2017,07,21,18,22,2017,07,21,19,44
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,21,19,00,2017,07,21,19,20,2017,07,21,20,46
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,21,20,00,2017,07,21,20,11,2017,07,21,21,42
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,21,21,00,2017,07,21,21,13,2017,07,21,22,44
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,21,22,00,2017,07,21,22,03,2017,07,21,23,38
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,22,06,00,2017,07,22,06,01,2017,07,22,07,30
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,22,07,00,2017,07,22,07,00,2017,07,22,08,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,22,08,00,2017,07,22,08,06,2017,07,22,09,34
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,22,09,00,2017,07,22,09,01,2017,07,22,10,30
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,22,11,00,2017,07,22,11,09,2017,07,22,12,38
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,22,12,00,2017,07,22,12,16,2017,07,22,13,46
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,22,13,00,2017,07,22,13,04,2017,07,22,14,34
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,22,14,00,2017,07,22,14,07,2017,07,22,15,40
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,22,15,00,2017,07,22,15,15,2017,07,22,16,44
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,22,16,00,2017,07,22,16,07,2017,07,22,17,36
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,22,17,00,2017,07,22,17,01,2017,07,22,18,30
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,22,18,00,2017,07,22,18,03,2017,07,22,19,28
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,22,19,00,2017,07,22,19,03,2017,07,22,20,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,22,20,00,2017,07,22,20,02,2017,07,22,21,26
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,22,21,00,2017,07,22,21,00,2017,07,22,22,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,22,06,00,2017,07,22,06,03,2017,07,22,07,36
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,22,07,00,2017,07,22,07,02,2017,07,22,08,28
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,22,08,00,2017,07,22,08,06,2017,07,22,09,34
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,22,09,00,2017,07,22,09,02,2017,07,22,10,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,22,10,00,2017,07,22,10,10,2017,07,22,11,38
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,22,11,00,2017,07,22,11,02,2017,07,22,12,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,22,12,00,2017,07,22,12,04,2017,07,22,13,28
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,22,13,00,2017,07,22,13,11,2017,07,22,14,42
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,22,14,00,2017,07,22,14,17,2017,07,22,15,36
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,22,15,00,2017,07,22,15,04,2017,07,22,16,30
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,22,16,00,2017,07,22,16,12,2017,07,22,17,34
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,22,17,00,2017,07,22,17,12,2017,07,22,18,42
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,22,18,00,2017,07,22,18,04,2017,07,22,19,32
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,22,19,00,2017,07,22,19,00,2017,07,22,20,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,22,20,00,2017,07,22,20,02,2017,07,22,21,26
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,22,21,00,2017,07,22,20,59,2017,07,22,22,30
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,23,07,00,2017,07,23,07,00,2017,07,23,08,32
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,23,08,00,2017,07,23,08,04,2017,07,23,09,34
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,23,09,00,2017,07,23,09,01,2017,07,23,10,36
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,23,10,00,2017,07,23,10,07,2017,07,23,11,38
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,23,11,00,2017,07,23,11,08,2017,07,23,12,34
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,23,12,00,2017,07,23,12,06,2017,07,23,13,40
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,23,13,00,2017,07,23,13,09,2017,07,23,14,38
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,23,14,00,2017,07,23,14,15,2017,07,23,15,40
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,23,15,00,2017,07,23,15,08,2017,07,23,16,42
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,23,16,00,2017,07,23,16,11,2017,07,23,17,38
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,23,17,00,2017,07,23,17,09,2017,07,23,18,38
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,23,18,00,2017,07,23,18,13,2017,07,23,19,32
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,23,19,00,2017,07,23,19,13,2017,07,23,20,38
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,23,20,00,2017,07,23,20,09,2017,07,23,21,32
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,23,21,00,2017,07,23,21,12,2017,07,23,22,38
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,23,22,00,2017,07,23,22,13,2017,07,23,23,48
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,23,07,00,2017,07,23,06,59,2017,07,23,08,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,23,08,00,2017,07,23,08,02,2017,07,23,09,36
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,23,09,00,2017,07,23,09,04,2017,07,23,10,34
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,23,10,00,2017,07,23,10,08,2017,07,23,11,36
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,23,11,00,2017,07,23,11,08,2017,07,23,12,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,23,12,00,2017,07,23,12,12,2017,07,23,13,36
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,23,13,00,2017,07,23,13,08,2017,07,23,14,34
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,23,14,00,2017,07,23,14,11,2017,07,23,15,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,23,15,00,2017,07,23,15,12,2017,07,23,16,36
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,23,16,00,2017,07,23,16,15,2017,07,23,17,38
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,23,17,00,2017,07,23,17,13,2017,07,23,18,38
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,23,18,00,2017,07,23,18,10,2017,07,23,19,36
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,23,19,00,2017,07,23,19,11,2017,07,23,20,40
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,23,20,00,2017,07,23,20,06,2017,07,23,21,36
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,23,21,00,2017,07,23,21,12,2017,07,23,22,40
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,23,22,00,2017,07,23,22,02,2017,07,23,23,37
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,24,06,00,2017,07,24,06,25,2017,07,24,07,46
